trial_id,lr,weight_decay,hidden_dim,dropout,visibility_threshold,label_smoothing,xy_noise_std,joint_dropout,grad_clip_norm,command,status,returncode,best_val_acc,test_loss,test_acc,log_path,sampled_from_full_index
31,0.0003,0.001,512,0.3,0.15,0.05,0.003,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0003 --weight_decay 0.001 --hidden_dim 512 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.83,0.6064,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_031.log,60058
32,0.0003,0.001,768,0.4,0.2,0.05,0.005,0.02,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0003 --weight_decay 0.001 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.2 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 0.5,ok,0,0.8233333333333334,0.6248,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_032.log,65444
33,0.0005,0.01,384,0.3,0.2,0.03,0.001,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.001 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.81,8.1737,0.7233,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_033.log,72525
34,0.0005,0.01,384,0.4,0.1,0.1,0.001,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.8233333333333334,1.8453,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_034.log,73158
35,0.0005,0.01,384,0.4,0.1,0.1,0.01,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.8166666666666667,8.5853,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_035.log,73206
36,0.0005,0.01,512,0.2,0.0,0.05,0.003,0.03,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 512 --dropout 0.2 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 1.0,ok,0,0.8366666666666667,0.6186,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_036.log,74905
37,0.0005,0.01,768,0.3,0.1,0.0,0.001,0.0,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 2.0,ok,0,0.8433333333333334,0.6848,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_037.log,80131
38,0.0005,0.01,768,0.3,0.1,0.0,0.001,0.02,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 0.5,ok,0,0.8233333333333334,0.6345,0.7767,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_038.log,80132
39,0.0005,0.01,768,0.4,0.15,0.03,0.005,0.05,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.01 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 0.5,ok,0,0.8166666666666667,0.6455,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_039.log,81516
40,0.0005,0.007,256,0.15,0.2,0.1,0.005,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.2 --label_smoothing 0.1 --xy_noise_std 0.005 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.8233333333333334,0.6663,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_040.log,82920
41,0.0005,0.007,256,0.2,0.15,0.1,0.01,0.03,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 256 --dropout 0.2 --visibility_threshold 0.15 --label_smoothing 0.1 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 2.0,ok,0,0.82,0.661,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_041.log,83707
42,0.0005,0.007,256,0.2,0.2,0.05,0.005,0.02,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 256 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 0.5,ok,0,0.8166666666666667,0.6473,0.7233,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_042.log,83876
43,0.0005,0.007,256,0.4,0.1,0.0,0.003,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 256 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.7933333333333333,51.9807,0.73,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_043.log,85277
44,0.0005,0.007,256,0.4,0.15,0.05,0.005,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 256 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8133333333333334,0.6405,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_044.log,85669
45,0.0005,0.007,384,0.4,0.15,0.03,0.01,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8133333333333334,5.6182,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_045.log,89725
46,0.0005,0.007,512,0.4,0.1,0.1,0.005,0.0,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.007 --hidden_dim 512 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.005 --joint_dropout 0.0 --grad_clip_norm 1.0,ok,0,0.8466666666666667,0.6132,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_046.log,93665
47,0.0005,0.005,256,0.3,0.1,0.1,0.001,0.05,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 256 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.05 --grad_clip_norm 1.5,ok,0,0.8033333333333333,5.5128,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_047.log,100814
48,0.0005,0.005,384,0.2,0.2,0.0,0.01,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.8266666666666667,18.15,0.73,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_048.log,104248
49,0.0005,0.005,384,0.2,0.2,0.03,0.003,0.05,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.003 --joint_dropout 0.05 --grad_clip_norm 1.5,ok,0,0.82,2.8491,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_049.log,104286
50,0.0005,0.005,512,0.4,0.1,0.0,0.003,0.0,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 512 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.0 --grad_clip_norm 1.5,ok,0,0.8533333333333334,51.1982,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_050.log,109842
51,0.0005,0.005,768,0.15,0.0,0.0,0.003,0.02,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 2.0,ok,0,0.83,0.6293,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_051.log,110615
52,0.0005,0.005,768,0.15,0.2,0.03,0.01,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8433333333333334,0.5934,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_052.log,111477
53,0.0005,0.005,768,0.3,0.0,0.1,0.01,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.1 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.84,205.7566,0.7667,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_053.log,112886
54,0.0005,0.005,768,0.4,0.2,0.1,0.001,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.005 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.2 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8366666666666667,0.6349,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_054.log,114629
55,0.0005,0.001,256,0.15,0.1,0.0,0.005,0.03,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.03 --grad_clip_norm 2.0,ok,0,0.8133333333333334,23.6283,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_055.log,114987
56,0.0005,0.001,256,0.15,0.1,0.1,0.001,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8266666666666667,1.7152,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_056.log,115141
57,0.0005,0.001,256,0.15,0.2,0.03,0.01,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.8066666666666666,0.6389,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_057.log,115574
58,0.0005,0.001,256,0.3,0.1,0.0,0.005,0.0,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 256 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.0 --grad_clip_norm 1.5,ok,0,0.83,0.6482,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_058.log,117026
59,0.0005,0.001,384,0.15,0.15,0.05,0.01,0.05,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 384 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 0.5,ok,0,0.8166666666666667,0.6701,0.72,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_059.log,119484
60,0.0005,0.001,384,0.2,0.1,0.0,0.003,0.02,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 2.0,ok,0,0.8166666666666667,0.6375,0.7433,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_060.log,120087
61,0.0005,0.001,384,0.4,0.0,0.03,0.01,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.0 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.7633333333333333,0.7691,0.7033,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_061.log,121981
62,0.0005,0.001,384,0.4,0.0,0.1,0.001,0.0,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.0 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 1.0,ok,0,0.8233333333333334,0.6101,0.7833,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_062.log,122049
63,0.0005,0.001,768,0.2,0.1,0.03,0.003,0.05,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 768 --dropout 0.2 --visibility_threshold 0.1 --label_smoothing 0.03 --xy_noise_std 0.003 --joint_dropout 0.05 --grad_clip_norm 2.0,ok,0,0.8033333333333333,21.8064,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_063.log,128351
64,0.0005,0.001,768,0.2,0.1,0.05,0.001,0.03,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 768 --dropout 0.2 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.001 --joint_dropout 0.03 --grad_clip_norm 1.0,ok,0,0.82,11.5778,0.74,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_064.log,128393
