trial_id,lr,weight_decay,hidden_dim,dropout,visibility_threshold,label_smoothing,xy_noise_std,joint_dropout,grad_clip_norm,command,status,returncode,best_val_acc,test_loss,test_acc,log_path,sampled_from_full_index
65,0.0005,0.001,768,0.3,0.1,0.0,0.003,0.02,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0005 --weight_decay 0.001 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 2.0,ok,0,0.8233333333333334,9.1659,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_065.log,129303
66,0.0008,0.01,256,0.15,0.15,0.1,0.005,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.1 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8166666666666667,1.4903,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_066.log,131813
67,0.0008,0.01,384,0.3,0.15,0.0,0.003,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.8266666666666667,23.0471,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_067.log,137752
68,0.0008,0.01,384,0.3,0.2,0.03,0.005,0.03,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.03 --grad_clip_norm 2.0,ok,0,0.8266666666666667,0.6347,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_068.log,138091
69,0.0008,0.01,384,0.4,0.1,0.05,0.01,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8133333333333334,0.8168,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_069.log,138685
70,0.0008,0.01,384,0.4,0.15,0.03,0.01,0.03,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 1.0,ok,0,0.8166666666666667,5.1622,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_070.log,138873
71,0.0008,0.01,512,0.15,0.15,0.03,0.01,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8366666666666667,0.6292,0.73,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_071.log,139893
72,0.0008,0.01,512,0.15,0.15,0.1,0.001,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8166666666666667,0.6946,0.7333,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_072.log,139973
73,0.0008,0.01,512,0.2,0.0,0.03,0.003,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 512 --dropout 0.2 --visibility_threshold 0.0 --label_smoothing 0.03 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8266666666666667,0.6501,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_073.log,140373
74,0.0008,0.01,512,0.3,0.0,0.1,0.003,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 512 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.1 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.8233333333333334,549.9392,0.7667,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_074.log,141530
75,0.0008,0.01,768,0.15,0.2,0.03,0.001,0.0,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.2 --label_smoothing 0.03 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 1.5,ok,0,0.84,0.7075,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_075.log,144194
76,0.0008,0.01,768,0.3,0.1,0.0,0.003,0.02,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 0.5,ok,0,0.83,0.6364,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_076.log,145684
77,0.0008,0.01,768,0.3,0.1,0.03,0.001,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.03 --xy_noise_std 0.001 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.8266666666666667,4.6163,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_077.log,145738
78,0.0008,0.01,768,0.3,0.1,0.05,0.01,0.05,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.01 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 0.5,ok,0,0.83,0.6109,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_078.log,145852
79,0.0008,0.007,384,0.15,0.0,0.05,0.005,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.007 --hidden_dim 384 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.8266666666666667,0.6402,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_079.log,151722
80,0.0008,0.007,384,0.3,0.0,0.03,0.005,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.007 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8233333333333334,0.6451,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_080.log,153709
81,0.0008,0.007,384,0.3,0.1,0.0,0.003,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.007 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.8366666666666667,0.6367,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_081.log,153878
82,0.0008,0.007,512,0.15,0.2,0.0,0.01,0.02,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.007 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 2.0,ok,0,0.8333333333333334,0.6675,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_082.log,156471
83,0.0008,0.005,256,0.2,0.0,0.03,0.01,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 256 --dropout 0.2 --visibility_threshold 0.0 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.82,0.6224,0.74,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_083.log,164981
84,0.0008,0.005,256,0.2,0.15,0.0,0.001,0.05,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 256 --dropout 0.2 --visibility_threshold 0.15 --label_smoothing 0.0 --xy_noise_std 0.001 --joint_dropout 0.05 --grad_clip_norm 0.5,ok,0,0.81,11.6767,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_084.log,165388
85,0.0008,0.005,384,0.3,0.0,0.0,0.005,0.0,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.0 --grad_clip_norm 1.0,ok,0,0.8366666666666667,0.5933,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_085.log,170017
86,0.0008,0.005,768,0.15,0.1,0.03,0.003,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.03 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.84,0.6085,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_086.log,176472
87,0.0008,0.005,768,0.3,0.0,0.05,0.005,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8166666666666667,199.2558,0.78,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_087.log,178349
88,0.0008,0.005,768,0.3,0.0,0.1,0.003,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.005 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.0 --label_smoothing 0.1 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.83,298.6325,0.7733,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_088.log,178389
89,0.0008,0.001,256,0.15,0.0,0.03,0.005,0.03,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 256 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.03 --grad_clip_norm 2.0,ok,0,0.8133333333333334,18.6627,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_089.log,180331
90,0.0008,0.001,384,0.2,0.2,0.05,0.003,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.82,0.6347,0.7767,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_090.log,186264
91,0.0008,0.001,384,0.4,0.2,0.0,0.01,0.0,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 384 --dropout 0.4 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.01 --joint_dropout 0.0 --grad_clip_norm 0.5,ok,0,0.84,0.6217,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_091.log,188208
92,0.0008,0.001,512,0.2,0.0,0.05,0.005,0.0,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 512 --dropout 0.2 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.005 --joint_dropout 0.0 --grad_clip_norm 0.5,ok,0,0.8433333333333334,0.617,0.7667,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_092.log,189600
93,0.0008,0.001,512,0.2,0.1,0.03,0.003,0.05,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 512 --dropout 0.2 --visibility_threshold 0.1 --label_smoothing 0.03 --xy_noise_std 0.003 --joint_dropout 0.05 --grad_clip_norm 1.5,ok,0,0.82,0.6393,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_093.log,189790
94,0.0008,0.001,512,0.3,0.2,0.0,0.005,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 512 --dropout 0.3 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8233333333333334,0.6352,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_094.log,191277
95,0.0008,0.001,768,0.2,0.15,0.0,0.005,0.0,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 768 --dropout 0.2 --visibility_threshold 0.15 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.0 --grad_clip_norm 1.0,ok,0,0.8433333333333334,31.1935,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_095.log,194081
96,0.0008,0.001,768,0.4,0.1,0.1,0.001,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.0008 --weight_decay 0.001 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.001 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.83,0.6296,0.7233,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_096.log,196038
97,0.001,0.01,256,0.2,0.2,0.0,0.01,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 256 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8233333333333334,0.6331,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_097.log,198461
98,0.001,0.01,256,0.3,0.1,0.0,0.003,0.05,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 256 --dropout 0.3 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.05 --grad_clip_norm 2.0,ok,0,0.81,8.724,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_098.log,198943
